"CSquare","VME_index","Uncertainty_score","VME_Class","Uncertainty_Class","VME_Class_Name","Conf_Name"
"1701:217:393:1",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:219:143:4",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:219:144:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:219:144:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:219:245:1",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:219:245:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:225:110:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:225:122:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:225:131:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:225:133:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:225:216:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:225:218:1",3.351230536,0.529740503,1,"1","Medium","Medium"
"1701:225:218:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:225:226:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:225:237:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:226:249:3",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:226:457:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:226:458:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:226:458:2",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:228:394:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:228:458:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:228:465:2",2.68117618,0.527046277,1,"1","Medium","Medium"
"1701:228:466:1",2.48117618,0.530931027,0,"1","Low","Medium"
"1701:228:467:1",2.48117618,0.606161398,0,"1","Low","Medium"
"1701:228:467:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:228:468:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:229:100:1",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:229:100:2",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:229:100:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:229:101:4",2.88117618,0.612372436,1,"1","Medium","Medium"
"1701:229:102:3",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:229:495:3",2.48117618,0.279508497,0,"0","Low","Low"
"1701:235:364:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:235:457:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:235:468:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:236:103:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:236:103:3",2.48117618,0.607376531,0,"1","Low","Medium"
"1701:236:104:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:237:477:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:237:477:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:237:477:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:237:478:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:237:478:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:238:113:4",2.48117618,0.773082305,0,"2","Low","High"
"1701:238:122:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:238:122:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:238:122:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:238:123:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:238:124:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:239:487:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:239:488:3",2.48117618,0.606161398,0,"1","Low","Medium"
"1701:239:488:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:245:489:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:246:123:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:246:487:4",2.48117618,0.760987229,0,"2","Low","High"
"1701:246:488:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:247:132:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:247:132:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:247:133:2",2.48117618,0.528716385,0,"1","Low","Medium"
"1701:249:215:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:249:248:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:354:236:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:354:384:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:354:394:1",2.48117618,0.523845457,0,"1","Low","Medium"
"1701:362:496:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:362:498:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:370:374:4",2.48117618,0.530432377,0,"1","Low","Medium"
"1701:371:123:4",2.48117618,0.523845457,0,"1","Low","Medium"
"1701:371:225:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:226:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:360:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:361:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:455:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:469:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:371:495:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:372:101:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:372:124:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:373:114:1",2.48117618,0.528716385,0,"1","Low","Medium"
"1701:373:364:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:373:455:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:374:102:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:380:101:1",2.48117618,0.530432377,0,"1","Low","Medium"
"1701:380:102:4",2.48117618,0.531307442,0,"1","Low","Medium"
"1701:380:144:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:380:353:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:381:113:3",2.48117618,0.529740503,0,"1","Low","Medium"
"1701:382:101:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:382:124:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:384:229:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:384:249:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:390:206:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:390:209:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:390:371:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:390:372:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:390:390:3",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:390:498:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:394:390:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:394:390:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:455:495:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:455:497:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:456:141:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:456:142:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:456:142:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:458:103:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:458:456:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:458:456:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:465:350:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:467:218:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:467:465:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:467:468:3",2.48117618,0.523845457,0,"1","Low","Medium"
"1701:468:110:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:468:111:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:468:373:1",2.48117618,0.523845457,0,"1","Low","Medium"
"1701:469:489:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:469:489:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:479:225:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:495:393:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:498:370:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:498:467:4",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:498:469:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:100:113:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1702:100:113:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1702:100:134:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:100:143:1",2.48117618,0.606161398,0,"1","Low","Medium"
"1702:100:351:3",5,1,3,"NULL","VME","VME"
"1702:100:351:4",5,1,3,"NULL","VME","VME"
"1702:100:476:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1702:101:249:1",3.351230536,0.279508497,1,"0","Medium","Low"
"1702:102:124:4",5,1,3,"NULL","VME","VME"
"1702:102:132:2",5,1,3,"NULL","VME","VME"
"1702:102:132:3",5,1,3,"NULL","VME","VME"
"1702:102:143:3",3.351230536,0.279508497,1,"0","Medium","Low"
"1702:102:246:4",3.351230536,0.279508497,1,"0","Medium","Low"
"1702:110:133:1",5,1,3,"NULL","VME","VME"
"1702:110:134:1",5,1,3,"NULL","VME","VME"
"1702:111:114:3",5,1,3,"NULL","VME","VME"
"1702:111:120:2",5,1,3,"NULL","VME","VME"
"1702:111:121:4",5,1,3,"NULL","VME","VME"
"1702:111:205:2",5,1,3,"NULL","VME","VME"
"1702:111:206:1",2.48117618,0.773082305,0,"2","Low","High"
"1702:111:350:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:111:352:3",2.48117618,0.606161398,0,"1","Low","Medium"
"1702:111:353:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:111:353:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:111:362:2",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:111:363:1",2.88117618,0.279508497,1,"0","Medium","Low"
"1702:112:110:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:112:205:4",2.48117618,0.279508497,0,"0","Low","Low"
"1702:112:468:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:112:469:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:112:469:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:102:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:102:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:103:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:113:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:215:2",5,1,3,"NULL","VME","VME"
"1702:113:245:3",2.48117618,0.279508497,0,"0","Low","Low"
"1702:113:360:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:113:361:4",2.48117618,0.600292897,0,"1","Low","Medium"
"1702:113:370:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:371:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:113:495:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:114:478:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:114:478:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:114:479:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:114:479:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:120:218:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:120:219:2",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:120:219:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:120:219:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:120:229:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:120:383:2",2.48117618,0.279508497,0,"0","Low","Low"
"1702:120:466:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:120:475:1",2.48117618,0.773082305,0,"2","Low","High"
"1702:120:475:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:120:476:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:120:476:3",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:120:477:1",2.48117618,0.600292897,0,"1","Low","Medium"
"1702:121:110:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1702:121:111:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:121:114:3",2.88117618,0.279508497,1,"0","Medium","Low"
"1702:121:394:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:121:455:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:122:228:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:122:228:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:228:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:122:229:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:229:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:475:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:475:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:485:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:122:486:1",2.48117618,0.604166667,0,"1","Low","Medium"
"1702:122:486:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:122:486:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:123:120:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:123:121:3",2.48117618,0.279508497,0,"0","Low","Low"
"1702:123:144:4",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:124:226:4",2.68117618,0.534000234,1,"1","Medium","Medium"
"1702:124:236:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:124:236:4",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:124:237:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:124:238:1",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:124:384:4",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:124:392:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:124:394:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:124:485:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:124:485:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:124:495:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:124:495:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:130:110:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:130:120:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:130:132:1",2.48117618,0.773082305,0,"2","Low","High"
"1702:130:132:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:130:134:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:130:237:1",2.48117618,0.267000117,0,"0","Low","Low"
"1702:130:360:1",2.48117618,0.267000117,0,"0","Low","Low"
"1702:130:380:2",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:130:392:1",2.48117618,0.279508497,0,"0","Low","Low"
"1702:130:476:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:131:133:3",2.48117618,0.267000117,0,"0","Low","Low"
"1702:131:140:3",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:131:360:1",2.48117618,0.267000117,0,"0","Low","Low"
"1702:131:455:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:131:495:3",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:131:498:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:131:499:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:131:499:2",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:131:499:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:131:499:4",2.48117618,0.604166667,0,"1","Low","Medium"
"1702:132:131:3",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:132:131:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:132:132:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:132:133:4",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:132:142:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:132:143:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:132:235:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:132:245:1",2.48117618,0.279508497,0,"0","Low","Low"
"1702:133:205:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:133:363:2",2.48117618,0.263523138,0,"0","Low","Low"
"1702:134:132:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:134:142:4",2.48117618,0.773082305,0,"2","Low","High"
"1702:134:143:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:134:143:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:134:352:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:134:352:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:134:353:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:140:142:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:141:456:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:141:456:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:209:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:209:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:457:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:466:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:143:467:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:468:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:143:468:3",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:144:100:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:144:101:1",2.48117618,0.279508497,0,"0","Low","Low"
"1702:144:101:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:144:101:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:144:101:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:144:102:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:206:394:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1702:215:110:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:215:110:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:215:111:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:215:120:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:215:351:2",2.48117618,0.279508497,0,"0","Low","Low"
"1702:215:370:2",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:215:478:1",5,1,3,"NULL","VME","VME"
"1702:215:498:4",5,1,3,"NULL","VME","VME"
"1702:216:217:4",5,1,3,"NULL","VME","VME"
"1702:216:228:2",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:216:229:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:216:229:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:216:476:4",2.48117618,0.604166667,0,"1","Low","Medium"
"1702:216:477:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:216:489:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:217:110:4",5,1,3,"NULL","VME","VME"
"1702:217:120:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:217:227:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1702:217:456:2",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:218:206:4",5,1,3,"NULL","VME","VME"
"1702:218:227:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:228:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:228:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:228:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:485:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:486:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:218:486:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:486:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:218:487:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:218:487:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:219:132:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:219:459:2",2.48117618,0.528716385,0,"1","Low","Medium"
"1702:225:103:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:225:354:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:235:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:236:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:237:3",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:226:246:1",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:226:394:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:394:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:226:394:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:394:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:226:485:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:226:495:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:227:205:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:227:354:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:227:495:3",2.68117618,0.523845457,1,"1","Medium","Medium"
"1702:228:144:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:228:245:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:228:245:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1702:228:246:1",2.48117618,0.527046277,0,"1","Low","Medium"
"1702:228:246:2",2.48117618,0.523845457,0,"1","Low","Medium"
"1702:228:393:4",2.48117618,0.612372436,0,"1","Low","Medium"
"1702:228:394:4",2.48117618,0.640434423,0,"2","Low","High"
"1702:228:495:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:235:205:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:235:245:3",2.48117618,0.545757787,0,"1","Low","Medium"
"1702:236:142:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:236:351:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:236:352:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:236:353:1",2.48117618,0.640434423,0,"2","Low","High"
"1702:236:354:3",2.48117618,0.80039053,0,"2","Low","High"
"1702:236:392:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:236:455:2",2.48117618,0.545757787,0,"1","Low","Medium"
"1702:237:245:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:104:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:205:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:352:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:353:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:353:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:353:4",2.48117618,0.640434423,0,"2","Low","High"
"1702:238:354:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:238:455:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:239:499:3",2.48117618,0.550015783,0,"1","Low","Medium"
"1702:245:205:2",2.48117618,0.29481191,0,"0","Low","Low"
"1702:245:209:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:245:459:2",5,1,3,"NULL","VME","VME"
"1702:245:467:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:245:469:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:101:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:101:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:102:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:110:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:111:2",2.48117618,0.3125,0,"0","Low","Low"
"1702:246:112:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:112:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:360:4",2.48117618,0.640434423,0,"2","Low","High"
"1702:246:370:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:246:458:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:247:113:1",2.48117618,0.3125,0,"0","Low","Low"
"1702:247:142:1",2.48117618,0.3125,0,"0","Low","Low"
"1702:247:371:2",2.48117618,0.3125,0,"0","Low","Low"
"1702:247:469:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:111:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:111:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:112:2",2.48117618,0.640434423,0,"2","Low","High"
"1702:248:112:4",2.48117618,0.640434423,0,"2","Low","High"
"1702:248:140:2",2.48117618,0.3125,0,"0","Low","Low"
"1702:248:215:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:216:4",2.48117618,0.3125,0,"0","Low","Low"
"1702:248:353:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:362:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:362:4",2.48117618,0.3125,0,"0","Low","Low"
"1702:248:372:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:373:1",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:373:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:248:465:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:249:114:3",2.48117618,0.3125,0,"0","Low","Low"
"1702:249:467:4",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:350:467:2",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:350:467:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:353:114:3",2.48117618,0.559016994,0,"1","Low","Medium"
"1702:353:124:2",2.48117618,0.559016994,0,"1","Low","Medium"
